sentiment,text
neutral,"The company 's profit totaled Ls 134,700 ."
neutral,It has several innovative small molecule and biological drug candidates at different stages of clinical development .
neutral,"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee ."
neutral,"Also in Latvia , we act as a partner for bakery customers in both production and product development ."
neutral,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level ."
neutral,Ruchi Soya buys 50 pc in Gemini for Rs 45 crore
neutral,"Sebi tightens screws on dubious inflows from loosely regulated, offshore entities"
neutral,Sebi asks AIFs to give full disclosure on 'associates'
neutral,5 triggers that can unveil some hidden gems among midcaps
neutral,State-owned banks start a bond fire with a flurry of issues
neutral,We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .
neutral,"NTPC, PFC and IRFC to sell masala bonds, raise up to $2 billion"
neutral,Where are markets headed? 6080 is the new magic number
neutral,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .
neutral,Co-founder PV Ramaprasad Reddy becomes billionaire as Aurobindo triples to record
neutral,Singapore bail-in proposals make senior bond holders breathe easy
neutral,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .
neutral,SpiceJet reports Q4 net loss at Rs 321.5 crore
neutral,Decoding the cryogenic engine used in ISRO's launch
neutral,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares ."
neutral,The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .
neutral,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions ."
neutral,Nifty likely to start flat on 'Muhurat Trading' day; may reclaim 8k
neutral,"Expect market to be volatile for time being: Gautam Sinha Roy, Motilal Oswal AMC"
neutral," Apple banned Facebook from its business app program after discovering the social media giant was using it to track teenagers' web browsing habits without proper authorization. Facebook's Research app, which collected data via virtual private network software, violated Apple's agreement, leading to Facebook's removal from the program. The ban does not affect Facebook"
neutral,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .
neutral,Ravi Ruia steps down as Chairman of Essar Energy amid CBI charges
neutral,International Monetary Fund should regulate global central banks: Raghuram Rajan
neutral,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .
neutral,FTSE adds 9 Indian firms to key Asia Pacific index
neutral,"Franklin Templeton buys record Rs 16,000-crore government securities in a day"
neutral,"Financial Technologies India Ltd to sell 24.89% stake in IEX, appoints Axis Capital to look for a buyer"
neutral,The net sales of the Power Plants business were EUR 710.3 million in 2005 .
neutral,"Most recently , he founded Virent Energy Systems , Inc. , an 80 person catalytic biofuels company , where , as president and CEO , he led the company through multiple financings , defined the company 's market strategy , and secured the company 's first customers ."
neutral,Shilpi Cable hopeful to launch Rs 56-cr IPO in January
neutral,Rupee ends day at 61.05 versus US dollar
neutral,Carborundum Universal posts Rs 49 cr Q4 profit
neutral,Cabinet decides on rupee sign today
neutral,GyPSii service supports ten different languages including Korean and Russian .
neutral,Day trading guide by Edelweiss
neutral,CVCI ropes in Citigroup to find buyers for stake in Sharekhan: Sources
neutral,LSE says receives 97 per cent take-up for rights issue
neutral,"Benchmark, Motilal AMC line up ETFs based on S&P 500"
neutral,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % ."
neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .
neutral,It also has potential clients in the growing environmental and recycling technology sectors .
neutral,"MCX, FTIL debate over preferential share allotment"
neutral,"Shriram Transport Finance to borrow up to Rs 3,000 cr via NCDs"
neutral,"Output not stretched, says Rubber Board"
neutral,"Market will be buoyant, don't wait for correction: Raamdeo Agrawal, MOFSL"
neutral,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations ."
neutral,Petronet LNG posts flat performance for March 2013 quarter
neutral,FX traders to be interviewed as part of BoE probe: Sources
neutral,"Atanu Sen becomes new MD, CEO of SBI Life"
neutral,"Retail chain Suomen L+Æhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 ."
neutral,Matrix sells 4.8% in Tree House Education for Rs 50 crore
neutral,Infosys elevates Pravin Rao as whole-time director
neutral,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus ."
neutral,"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said ."
neutral,"Trend in dollar, real rates key for rupee stability: Morgan Stanley"
neutral,"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced ."
neutral,"Etsy, Virtu Financial & Party City IPOs may end slow start for 2015 debuts on Wall Street"
neutral,200 tonnes of gold to illegally enter India this year
neutral,Gujarat plant factor not to affect Maruti in the near term: Neeraj Deewan
neutral,Asia Index launches S&P BSE dividend stability index
neutral,"Finnish Neste Oil that was previously on the list , has fallen off the list completely ."
neutral,FIIs put $1.3 bn in Indian equities in April
neutral,Expect markets to be range bound going ahead: Mitesh Thacker
neutral,The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .
neutral,Ennore Port launches Rs 500-crore tax-free bond sale
neutral,"MCX-SX expects to begin trading with 1,000-1,200 stocks"
neutral,"Aho is proud of the company 's new product , Lordi-Cola ."
neutral,"LinkedIn, Twitter & Yelp: Wall Street unwilling to overlook missteps at some of its Internet darlings"
neutral,"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium ."
neutral,Ranbaxy for short term: Deepak Mohoni
neutral,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units ."
neutral,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds ."
neutral,Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .
neutral,Each share is entitled to one vote .
neutral,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands ."
neutral,"According to Tyrv+Æinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy ."
neutral,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week ."
neutral,Nokia Solutions and Networks reports Q1 net profit of 124 million euro
neutral,The sellers were the founders of the company .
neutral,"Gold trading flat, reflecting overseas trend"
neutral,"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space ."
neutral,City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .
neutral,The sellers were EOSS Innovationsmanagement and a group of private individuals .
neutral,Nasdaq to settle Facebook IPO lawsuit for $26.5 million
neutral,"Three PSBs to Raise Rs 4,500 cr in perpetual bonds"
neutral,SCI ex-chairman S Hajara joins Doehle Danautic India
